ProcessID,ProcessName,Domain,CapabilityID,CapabilityName,CapabilityType,Status
source2contract,Source2Contract,Procurement,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
source2contract,Source2Contract,Procurement,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
source2contract,Source2Contract,Procurement,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
source2contract,Source2Contract,Procurement,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
source2contract,Source2Contract,Procurement,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
source2contract,Source2Contract,Procurement,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
procure2pay,Procure2Pay,Procurement,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
procure2pay,Procure2Pay,Procurement,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
procure2pay,Procure2Pay,Procurement,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
procure2pay,Procure2Pay,Procurement,process_mining_import,Process Mining Import,process-mining,planned_with_contract
procure2pay,Procure2Pay,Procurement,kpi_ontology_graph,KPI Ontology / KPI Knowledge Graph,knowledge-graph,planned_with_contract
procure2pay,Procure2Pay,Procurement,business_question_router,Business Question Router,intake-ai,planned_with_contract
procure2pay,Procure2Pay,Procurement,semantic_model_auto_repair,Semantic Model Auto-Repair,model-repair,planned_with_contract
procure2pay,Procure2Pay,Procurement,pbir_visual_materializer,PBIR Visual Materializer,report-runtime,planned_with_contract
procure2pay,Procure2Pay,Procurement,full_pbip_generator_all_processes,Full PBIP Generator For All Processes,pbip-runtime,planned_with_contract
procure2pay,Procure2Pay,Procurement,powerbi_desktop_log_parser,Power BI Desktop Log Parser,desktop-qa,planned_with_contract
procure2pay,Procure2Pay,Procurement,measure_benchmark_engine,Measure Benchmark Engine,dax-performance,planned_with_contract
procure2pay,Procure2Pay,Procurement,ai_report_critic_designer_scoring,AI Report Critic / Designer Scoring,design-qa,planned_with_contract
procure2pay,Procure2Pay,Procurement,natural_language_dax_explainer,Natural Language DAX Explainer,dax-explainability,planned_with_contract
procure2pay,Procure2Pay,Procurement,what_if_scenario_generator,What-if Scenario Generator,simulation,planned_with_contract
procure2pay,Procure2Pay,Procurement,action_recommendation_engine,Action Recommendation Engine,action-ai,planned_with_contract
procure2pay,Procure2Pay,Procurement,value_case_calculator,Value Case Calculator,value-management,planned_with_contract
procure2pay,Procure2Pay,Procurement,tenant_readiness_scanner,Tenant Readiness Scanner,tenant-governance,planned_with_contract
procure2pay,Procure2Pay,Procurement,deployment_pipeline_generator,Deployment Pipeline Generator,release-automation,planned_with_contract
procure2pay,Procure2Pay,Procurement,data_contract_generator,Data Contract Generator,data-contracts,planned_with_contract
procure2pay,Procure2Pay,Procurement,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
procure2pay,Procure2Pay,Procurement,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
procure2pay,Procure2Pay,Procurement,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
procure2pay,Procure2Pay,Procurement,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
procure2pay,Procure2Pay,Procurement,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
procure2pay,Procure2Pay,Procurement,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,process_mining_import,Process Mining Import,process-mining,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,kpi_ontology_graph,KPI Ontology / KPI Knowledge Graph,knowledge-graph,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,business_question_router,Business Question Router,intake-ai,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,semantic_model_auto_repair,Semantic Model Auto-Repair,model-repair,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,pbir_visual_materializer,PBIR Visual Materializer,report-runtime,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,full_pbip_generator_all_processes,Full PBIP Generator For All Processes,pbip-runtime,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,powerbi_desktop_log_parser,Power BI Desktop Log Parser,desktop-qa,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,measure_benchmark_engine,Measure Benchmark Engine,dax-performance,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,ai_report_critic_designer_scoring,AI Report Critic / Designer Scoring,design-qa,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,natural_language_dax_explainer,Natural Language DAX Explainer,dax-explainability,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,what_if_scenario_generator,What-if Scenario Generator,simulation,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,action_recommendation_engine,Action Recommendation Engine,action-ai,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,value_case_calculator,Value Case Calculator,value-management,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,tenant_readiness_scanner,Tenant Readiness Scanner,tenant-governance,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,deployment_pipeline_generator,Deployment Pipeline Generator,release-automation,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,data_contract_generator,Data Contract Generator,data-contracts,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
forecast2plan,Forecast2Plan,Supply Chain,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,process_mining_import,Process Mining Import,process-mining,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,kpi_ontology_graph,KPI Ontology / KPI Knowledge Graph,knowledge-graph,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,business_question_router,Business Question Router,intake-ai,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,semantic_model_auto_repair,Semantic Model Auto-Repair,model-repair,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,pbir_visual_materializer,PBIR Visual Materializer,report-runtime,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,full_pbip_generator_all_processes,Full PBIP Generator For All Processes,pbip-runtime,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,powerbi_desktop_log_parser,Power BI Desktop Log Parser,desktop-qa,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,measure_benchmark_engine,Measure Benchmark Engine,dax-performance,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,ai_report_critic_designer_scoring,AI Report Critic / Designer Scoring,design-qa,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,natural_language_dax_explainer,Natural Language DAX Explainer,dax-explainability,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,what_if_scenario_generator,What-if Scenario Generator,simulation,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,action_recommendation_engine,Action Recommendation Engine,action-ai,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,value_case_calculator,Value Case Calculator,value-management,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,tenant_readiness_scanner,Tenant Readiness Scanner,tenant-governance,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,deployment_pipeline_generator,Deployment Pipeline Generator,release-automation,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,data_contract_generator,Data Contract Generator,data-contracts,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
plan2produce,Plan2Produce,Manufacturing,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,process_mining_import,Process Mining Import,process-mining,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,kpi_ontology_graph,KPI Ontology / KPI Knowledge Graph,knowledge-graph,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,business_question_router,Business Question Router,intake-ai,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,semantic_model_auto_repair,Semantic Model Auto-Repair,model-repair,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,pbir_visual_materializer,PBIR Visual Materializer,report-runtime,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,full_pbip_generator_all_processes,Full PBIP Generator For All Processes,pbip-runtime,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,powerbi_desktop_log_parser,Power BI Desktop Log Parser,desktop-qa,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,measure_benchmark_engine,Measure Benchmark Engine,dax-performance,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,ai_report_critic_designer_scoring,AI Report Critic / Designer Scoring,design-qa,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,natural_language_dax_explainer,Natural Language DAX Explainer,dax-explainability,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,what_if_scenario_generator,What-if Scenario Generator,simulation,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,action_recommendation_engine,Action Recommendation Engine,action-ai,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,value_case_calculator,Value Case Calculator,value-management,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,tenant_readiness_scanner,Tenant Readiness Scanner,tenant-governance,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,deployment_pipeline_generator,Deployment Pipeline Generator,release-automation,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,data_contract_generator,Data Contract Generator,data-contracts,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,process_mining_import,Process Mining Import,process-mining,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,kpi_ontology_graph,KPI Ontology / KPI Knowledge Graph,knowledge-graph,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,business_question_router,Business Question Router,intake-ai,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,semantic_model_auto_repair,Semantic Model Auto-Repair,model-repair,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,pbir_visual_materializer,PBIR Visual Materializer,report-runtime,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,full_pbip_generator_all_processes,Full PBIP Generator For All Processes,pbip-runtime,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,powerbi_desktop_log_parser,Power BI Desktop Log Parser,desktop-qa,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,measure_benchmark_engine,Measure Benchmark Engine,dax-performance,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,ai_report_critic_designer_scoring,AI Report Critic / Designer Scoring,design-qa,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,natural_language_dax_explainer,Natural Language DAX Explainer,dax-explainability,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,what_if_scenario_generator,What-if Scenario Generator,simulation,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,action_recommendation_engine,Action Recommendation Engine,action-ai,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,value_case_calculator,Value Case Calculator,value-management,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,tenant_readiness_scanner,Tenant Readiness Scanner,tenant-governance,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,deployment_pipeline_generator,Deployment Pipeline Generator,release-automation,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,data_contract_generator,Data Contract Generator,data-contracts,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
idea2launch,Idea2Launch / Engineer2Release,Engineering,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,process_mining_import,Process Mining Import,process-mining,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,kpi_ontology_graph,KPI Ontology / KPI Knowledge Graph,knowledge-graph,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,business_question_router,Business Question Router,intake-ai,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,semantic_model_auto_repair,Semantic Model Auto-Repair,model-repair,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,pbir_visual_materializer,PBIR Visual Materializer,report-runtime,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,full_pbip_generator_all_processes,Full PBIP Generator For All Processes,pbip-runtime,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,powerbi_desktop_log_parser,Power BI Desktop Log Parser,desktop-qa,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,measure_benchmark_engine,Measure Benchmark Engine,dax-performance,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,ai_report_critic_designer_scoring,AI Report Critic / Designer Scoring,design-qa,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,natural_language_dax_explainer,Natural Language DAX Explainer,dax-explainability,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,what_if_scenario_generator,What-if Scenario Generator,simulation,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,action_recommendation_engine,Action Recommendation Engine,action-ai,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,value_case_calculator,Value Case Calculator,value-management,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,tenant_readiness_scanner,Tenant Readiness Scanner,tenant-governance,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,deployment_pipeline_generator,Deployment Pipeline Generator,release-automation,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,data_contract_generator,Data Contract Generator,data-contracts,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,multi_agent_bi_sprint_orchestrator,Multi-Agent BI Sprint Orchestrator,agent-orchestration,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,report_portfolio_rationalizer,Report Portfolio Rationalizer,portfolio-optimization,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,process_pack_marketplace_ui,Process Pack Marketplace UI,marketplace-ui,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,industry_compliance_packs,Industry Compliance Packs,compliance,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,automated_documentation_publisher,Automated Documentation Publisher,documentation-automation,planned_with_contract
maintain2operate,Maintain2Operate,Maintenance,fabric_lakehouse_warehouse_scaffold,Fabric Lakehouse/Warehouse Scaffold,fabric-architecture,planned_with_contract
issue2resolution,Issue2Resolution,Service,real_source_connector_runner,Real Source Connector Runner,connector-runtime,planned_with_contract
issue2resolution,Issue2Resolution,Service,credential_safe_source_session,Credential-Safe Source Session,security-runtime,planned_with_contract
issue2resolution,Issue2Resolution,Service,auto_field_mapping_ai,Auto Field Mapping AI,mapping-ai,planned_with_contract
issue2resolution,Issue2Resolution,Service,process_mining_import,Process Mining Import,process-mining,planned_with_contract
